Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","167","Tchéquie","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","248","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","216","Thaïlande","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1006","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","176","Timor-Leste","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","5","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","217","Togo","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","54","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","220","Trinité-et-Tobago","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","86","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","222","Tunisie","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","195","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","213","Turkménistan","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","28","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","223","Turquie","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1760","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","230","Ukraine","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1056","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","234","Uruguay","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","33","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","155","Vanuatu","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","236","Venezuela (République bolivarienne du)","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","486","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","237","Viet Nam","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1442","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","249","Yémen","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","122","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","251","Zambie","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","56","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","181","Zimbabwe","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","75","S","Données standardisées"
