Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","70","Polynésie française","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","21950.075783","Fc","Donnée calculée",""
"MK","Indicateurs macro","177","Porto Rico","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","25133.367855","Fc","Donnée calculée",""
"MK","Indicateurs macro","174","Portugal","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","21682.659918","Fc","Donnée calculée",""
"MK","Indicateurs macro","179","Qatar","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","65491.286475","Fc","Donnée calculée",""
"MK","Indicateurs macro","212","République arabe syrienne","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1472.331101","Fc","Donnée calculée",""
"MK","Indicateurs macro","37","République centrafricaine","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","335.043229","Fc","Donnée calculée",""
"MK","Indicateurs macro","117","République de Corée","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","26400.299903","Fc","Donnée calculée",""
"MK","Indicateurs macro","146","République de Moldova","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1896.045622","Fc","Donnée calculée",""
"MK","Indicateurs macro","250","République démocratique du Congo","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","409.11781","Fc","Donnée calculée",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1773.402216","Fc","Donnée calculée",""
"MK","Indicateurs macro","56","République dominicaine","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","7043.983979","Fc","Donnée calculée",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","568.229433","Fc","Donnée calculée",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","886.655275","Fc","Donnée calculée",""
"MK","Indicateurs macro","183","Roumanie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","10880.780186","Fc","Donnée calculée",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","42556.258248","Fc","Donnée calculée",""
"MK","Indicateurs macro","184","Rwanda","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","765.190326","Fc","Donnée calculée",""
"MK","Indicateurs macro","189","Sainte-Lucie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","8565.344579","Fc","Donnée calculée",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","15695.181016","Fc","Donnée calculée",""
"MK","Indicateurs macro","192","Saint-Marin","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","53899.620659","Fc","Donnée calculée",""
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","6679.595209","Fc","Donnée calculée",""
"MK","Indicateurs macro","244","Samoa","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","3914.377588","Fc","Donnée calculée",""
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1305.62157","Fc","Donnée calculée",""
"MK","Indicateurs macro","195","Sénégal","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1454.926028","Fc","Donnée calculée",""
"MK","Indicateurs macro","272","Serbie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","5992.363574","Fc","Donnée calculée",""
"MK","Indicateurs macro","196","Seychelles","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","14442.848294","Fc","Donnée calculée",""
"MK","Indicateurs macro","197","Sierra Leone","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","462.689544","Fc","Donnée calculée",""
"MK","Indicateurs macro","200","Singapour","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","54300.621685","Fc","Donnée calculée",""
"MK","Indicateurs macro","280","Sint Maarten (partie néerlandaise)","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","21604.941307","Fc","Donnée calculée",""
"MK","Indicateurs macro","199","Slovaquie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","19851.717285","Fc","Donnée calculée",""
"MK","Indicateurs macro","198","Slovénie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","25454.621343","Fc","Donnée calculée",""
"MK","Indicateurs macro","201","Somalie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","88.936884","Fc","Donnée calculée",""
"MK","Indicateurs macro","276","Soudan","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1520.117428","Fc","Donnée calculée",""
"MK","Indicateurs macro","277","Soudan du Sud","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1014.265219","Fc","Donnée calculée",""
"MK","Indicateurs macro","38","Sri Lanka","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","3954.019506","Fc","Donnée calculée",""
"MK","Indicateurs macro","210","Suède","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","57450.343138","Fc","Donnée calculée",""
"MK","Indicateurs macro","211","Suisse","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","77231.166421","Fc","Donnée calculée",""
"MK","Indicateurs macro","207","Suriname","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","7979.66111","Fc","Donnée calculée",""
"MK","Indicateurs macro","208","Tadjikistan","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","968.839919","Fc","Donnée calculée",""
"MK","Indicateurs macro","39","Tchad","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","828.621025","Fc","Donnée calculée",""
"MK","Indicateurs macro","167","Tchéquie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","22689.033933","Fc","Donnée calculée",""
"MK","Indicateurs macro","216","Thaïlande","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","6126.243289","Fc","Donnée calculée",""
"MK","Indicateurs macro","176","Timor-Leste","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","2672.097096","Fc","Donnée calculée",""
"MK","Indicateurs macro","217","Togo","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","652.347046","Fc","Donnée calculée",""
"MK","Indicateurs macro","219","Tonga","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","3907.830787","Fc","Donnée calculée",""
"MK","Indicateurs macro","220","Trinité-et-Tobago","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","15284.095749","Fc","Donnée calculée",""
"MK","Indicateurs macro","222","Tunisie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","4249.734103","Fc","Donnée calculée",""
"MK","Indicateurs macro","213","Turkménistan","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","7310.826815","Fc","Donnée calculée",""
"MK","Indicateurs macro","223","Turquie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","14935.916679","Fc","Donnée calculée",""
"MK","Indicateurs macro","227","Tuvalu","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","3768.735994","Fc","Donnée calculée",""
"MK","Indicateurs macro","230","Ukraine","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","2878.500992","Fc","Donnée calculée",""
"MK","Indicateurs macro","234","Uruguay","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","14362.588203","Fc","Donnée calculée",""
"MK","Indicateurs macro","155","Vanuatu","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","2923.401974","Fc","Donnée calculée",""
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","8892.951215","Fc","Donnée calculée",""
"MK","Indicateurs macro","237","Viet Nam","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1834.651389","Fc","Donnée calculée",""
"MK","Indicateurs macro","249","Yémen","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","490.893541","Fc","Donnée calculée",""
"MK","Indicateurs macro","251","Zambie","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","1637.388806","Fc","Donnée calculée",""
"MK","Indicateurs macro","181","Zimbabwe","6107","Valeur US$, aux prix de 2010","22014","Produit intérieur brut par habitant","2017","2017","","923.448592","Fc","Donnée calculée",""
